SP_ENTITY_NAME,SP_ENTITY_ID,RD_CREDIT_RATING_GLOBAL,RD_CREDIT_RATING_GLOBAL.1,SP_TICKER,SP_EXCHANGE,SP_ISIN,SP_GEOGRAPHY,SP_COUNTRY_NAME,SP_COUNTRY_CODE,IQ_INDUSTRY_GROUP
"Endeavor Group Holdings, Inc. (NYSE:EDR)",15057999,BB-,BB-,EDR,NYSE,US29260Y1091,United States and Canada,USA,US,Media and Entertainment
"Energizer Holdings, Inc. (NYSE:ENR)",4068243,B+,B+,ENR,NYSE,US29272W1099,United States and Canada,USA,US,Household and Personal Products
Energy Transfer LP (NYSE:ET),4111501,BBB,BBB,ET,NYSE,US29273V1008,United States and Canada,USA,US,Energy
EnerSys (NYSE:ENS),4295769,BB+,BB+,ENS,NYSE,US29275Y1029,United States and Canada,USA,US,Capital Goods
"EnLink Midstream, LLC (NYSE:ENLC)",4435696,BB+,BB+,ENLC,NYSE,US29336T1007,United States and Canada,USA,US,Energy
"Enova International, Inc. (NYSE:ENVA)",4303236,B,B,ENVA,NYSE,US29357K1034,United States and Canada,USA,US,Financial Services
Enpro Inc. (NYSE:NPO),4121899,BB,BB,NPO,NYSE,US29355X1072,United States and Canada,USA,US,Capital Goods
"Entegris, Inc. (NASDAQGS:ENTG)",4192968,BB,BB,ENTG,NASDAQGS,US29362U1043,United States and Canada,USA,US,Semiconductors and Semiconductor Equipment
Entergy Corporation (NYSE:ETR),4007889,BBB+,BBB+,ETR,NYSE,US29364G1031,United States and Canada,USA,US,Utilities
Enterprise Products Partners L.P. (NYSE:EPD),4059899,A-,A-,EPD,NYSE,US2937921078,United States and Canada,USA,US,Energy
Enviri Corporation (NYSE:NVRI),4230054,B+,B+,NVRI,NYSE,US4158641070,United States and Canada,USA,US,Commercial and Professional Services
Enviva Inc. (NYSE:EVA),4980357,CCC-,CCC-,EVA,NYSE,US29415B1035,United States and Canada,USA,US,Energy
"EOG Resources, Inc. (NYSE:EOG)",4075407,A-,A-,EOG,NYSE,US26875P1012,United States and Canada,USA,US,Energy
EPR Properties (NYSE:EPR),113645,BB+,BB+,EPR,NYSE,US26884U1097,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
EQT Corporation (NYSE:EQT),4004341,BBB-,BBB-,EQT,NYSE,US26884L1098,United States and Canada,USA,US,Energy
Equifax Inc. (NYSE:EFX),4040823,BBB,BBB,EFX,NYSE,US2944291051,United States and Canada,USA,US,Commercial and Professional Services
"Equinix, Inc. (NASDAQGS:EQIX)",4570011,BBB,BBB,EQIX,NASDAQGS,US29444U7000,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
"Equitable Holdings, Inc. (NYSE:EQH)",9170810,,A-,EQH,NYSE,US29452E1010,United States and Canada,USA,US,Financial Services
Equitrans Midstream Corporation (NYSE:ETRN),11017380,BB-,BB-,ETRN,NYSE,US2946001011,United States and Canada,USA,US,Energy
Equity Residential (NYSE:EQR),103054,A-,A-,EQR,NYSE,US29476L1070,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
"Essential Properties Realty Trust, Inc. (NYSE:EPRT)",10701281,BBB-,BBB-,EPRT,NYSE,US29670E1073,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
"Essential Utilities, Inc. (NYSE:WTRG)",4092620,A,A,WTRG,NYSE,US29670G1022,United States and Canada,USA,US,Utilities
"Essex Property Trust, Inc. (NYSE:ESS)",103163,BBB+,BBB+,ESS,NYSE,US2971781057,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
"Euronet Worldwide, Inc. (NASDAQGS:EEFT)",4090259,BBB,BBB,EEFT,NASDAQGS,US2987361092,United States and Canada,USA,US,Financial Services
EverCommerce Inc. (NASDAQGS:EVCM),20309326,B+,B+,EVCM,NASDAQGS,US29977X1054,United States and Canada,USA,US,Software and Services
"Evergy, Inc. (NASDAQGS:EVRG)",8603803,BBB+,BBB+,EVRG,NASDAQGS,US30034W1062,United States and Canada,USA,US,Utilities
Everi Holdings Inc. (NYSE:EVRI),4100046,BB-,BB-,EVRI,NYSE,US30034T1034,United States and Canada,USA,US,Consumer Services
Eversource Energy (NYSE:ES),4057052,A-,A-,ES,NYSE,US30040W1080,United States and Canada,USA,US,Utilities
"EVERTEC, Inc. (NYSE:EVTC)",4376382,BB-,BB-,EVTC,NYSE,PR30040P1032,United States and Canada,USA,US,Financial Services
"Exela Technologies, Inc. (NASDAQCM:XELA)",4141313,CCC,CCC,XELA,NASDAQCM,US30162V8054,United States and Canada,USA,US,Commercial and Professional Services
Exelon Corporation (NASDAQGS:EXC),4057056,BBB+,BBB+,EXC,NASDAQGS,US30161N1019,United States and Canada,USA,US,Utilities
"Expedia Group, Inc. (NASDAQGS:EXPE)",4122573,BBB,BBB,EXPE,NASDAQGS,US30212P3038,United States and Canada,USA,US,Consumer Services
Extra Space Storage Inc. (NYSE:EXR),4092889,BBB+,BBB+,EXR,NYSE,US30225T1025,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
Exxon Mobil Corporation (NYSE:XOM),3007562,AA-,AA-,XOM,NYSE,US30231G1022,United States and Canada,USA,US,Energy
F.N.B. Corporation (NYSE:FNB),100237,BBB-,BBB-,FNB,NYSE,US3025201019,United States and Canada,USA,US,Banks
Fair Isaac Corporation (NYSE:FICO),108391,BB+,BB+,FICO,NYSE,US3032501047,United States and Canada,USA,US,Software and Services
Federal Realty Investment Trust (NYSE:FRT),102950,BBB+,BBB+,FRT,NYSE,US3137451015,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
FedEx Corporation (NYSE:FDX),4379438,BBB,BBB,FDX,NYSE,US31428X1063,United States and Canada,USA,US,Transportation
"Fidelity National Financial, Inc. (NYSE:FNF)",4107778,,BBB,FNF,NYSE,US31620R3030,United States and Canada,USA,US,Insurance
"Fidelity National Information Services, Inc. (NYSE:FIS)",4093074,BBB,BBB,FIS,NYSE,US31620M1062,United States and Canada,USA,US,Financial Services
Fifth Third Bancorp (NASDAQGS:FITB),100260,BBB+,BBB+,FITB,NASDAQGS,US3167731005,United States and Canada,USA,US,Banks
First American Financial Corporation (NYSE:FAF),103412,,BBB-,FAF,NYSE,US31847R1023,United States and Canada,USA,US,Insurance
"First Citizens BancShares, Inc. (NASDAQGS:FCNC.A)",100247,,BBB,FCNCA,NASDAQGS,US31946M1036,United States and Canada,USA,US,Banks
First Commonwealth Financial Corporation (NYSE:FCF),100503,BBB-,BBB-,FCF,NYSE,US3198291078,United States and Canada,USA,US,Banks
"First Industrial Realty Trust, Inc. (NYSE:FR)",103177,BBB,BBB,FR,NYSE,US32054K1034,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
"FirstCash Holdings, Inc. (NASDAQGS:FCFS)",102876,BB,BB,FCFS,NASDAQGS,US33768G1076,United States and Canada,USA,US,Financial Services
FirstEnergy Corp. (NYSE:FE),4056944,BBB-,BBB-,FE,NYSE,US3379321074,United States and Canada,USA,US,Utilities
"Fiserv, Inc. (NYSE:FI)",113881,BBB,BBB,FI,NYSE,US3377381088,United States and Canada,USA,US,Financial Services
"Five Point Holdings, LLC (NYSE:FPH)",5022740,CCC+,CCC+,FPH,NYSE,US33833Q1067,United States and Canada,USA,US,Real Estate Management and Development
"FLEETCOR Technologies, Inc. (NYSE:FLT)",4256640,BB+,BB+,FLT,NYSE,US3390411052,United States and Canada,USA,US,Financial Services
"Floor & Decor Holdings, Inc. (NYSE:FND)",5282621,BB,BB,FND,NYSE,US3397501012,United States and Canada,USA,US,Consumer Discretionary Distribution and Retail
"Flowers Foods, Inc. (NYSE:FLO)",4315858,BBB,BBB,FLO,NYSE,US3434981011,United States and Canada,USA,US,"Food, Beverage and Tobacco"
Flowserve Corporation (NYSE:FLS),4992894,BBB-,BBB-,FLS,NYSE,US34354P1057,United States and Canada,USA,US,Capital Goods
Fluor Corporation (NYSE:FLR),4089622,BB+,BB+,FLR,NYSE,US3434121022,United States and Canada,USA,US,Capital Goods
FMC Corporation (NYSE:FMC),4060057,BBB-,BBB-,FMC,NYSE,US3024913036,United States and Canada,USA,US,Materials
"Foot Locker, Inc. (NYSE:FL)",4068469,BB,BB,FL,NYSE,US3448491049,United States and Canada,USA,US,Consumer Discretionary Distribution and Retail
Ford Motor Company (NYSE:F),113873,BBB-,BBB-,F,NYSE,US3453708600,United States and Canada,USA,US,Automobiles and Components
Forestar Group Inc. (NYSE:FOR),4359623,B+,B+,FOR,NYSE,US3462321015,United States and Canada,USA,US,Real Estate Management and Development
"Fortinet, Inc. (NASDAQGS:FTNT)",4868602,BBB+,BBB+,FTNT,NASDAQGS,US34959E1091,United States and Canada,USA,US,Software and Services
Fortive Corporation (NYSE:FTV),4992262,BBB,BBB,FTV,NYSE,US34959J1088,United States and Canada,USA,US,Capital Goods
Fortrea Holdings Inc. (NASDAQGS:FTRE),111746423,BB,BB,FTRE,NASDAQGS,US34965K1079,United States and Canada,USA,US,"Pharmaceuticals, Biotechnology and Life Sciences"
"Fortune Brands Innovations, Inc. (NYSE:FBIN)",4397057,BBB,BBB,FBIN,NYSE,US34964C1062,United States and Canada,USA,US,Capital Goods
"Forum Energy Technologies, Inc. (NYSE:FET)",4291733,B,B,FET,NYSE,US34984V2097,United States and Canada,USA,US,Energy
Forward Air Corporation (NASDAQGS:FWRD),4094244,B+,B+,FWRD,NASDAQGS,US3498531017,United States and Canada,USA,US,Transportation
"Fossil Group, Inc. (NASDAQGS:FOSL)",4275565,CCC+,CCC+,FOSL,NASDAQGS,US34988V1061,United States and Canada,USA,US,Consumer Durables and Apparel
Fox Corporation (NASDAQGS:FOXA),13518181,BBB,BBB,FOXA,NASDAQGS,US35137L1052,United States and Canada,USA,US,Media and Entertainment
"Franklin Resources, Inc. (NYSE:BEN)",102719,A,A,BEN,NYSE,US3546131018,United States and Canada,USA,US,Financial Services
Freeport-McMoRan Inc. (NYSE:FCX),4004107,BB+,BB+,FCX,NYSE,US35671D8570,United States and Canada,USA,US,Materials
"Frontdoor, Inc. (NASDAQGS:FTDR)",10993244,BB-,BB-,FTDR,NASDAQGS,US35905A1097,United States and Canada,USA,US,Consumer Services
FTAI Aviation Ltd. (NASDAQGS:FTAI),4424169,B+,B+,FTAI,NASDAQGS,KYG3730V1059,United States and Canada,USA,US,Capital Goods
FTAI Infrastructure Inc. (NASDAQGS:FIP),106141912,B-,B-,FIP,NASDAQGS,US35953C1062,United States and Canada,USA,US,Transportation
"FTI Consulting, Inc. (NYSE:FCN)",4051537,BB+,BB+,FCN,NYSE,US3029411093,United States and Canada,USA,US,Commercial and Professional Services
"Full House Resorts, Inc. (NASDAQCM:FLL)",4107926,B-,B-,FLL,NASDAQCM,US3596781092,United States and Canada,USA,US,Consumer Services
"Gaming and Leisure Properties, Inc. (NASDAQGS:GLPI)",4389214,BB+,BB+,GLPI,NASDAQGS,US36467J1088,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
"Gartner, Inc. (NYSE:IT)",4094069,BBB-,BBB-,IT,NYSE,US3666511072,United States and Canada,USA,US,Software and Services
GATX Corporation (NYSE:GATX),103697,BBB,BBB,GATX,NYSE,US3614481030,United States and Canada,USA,US,Capital Goods
GE HealthCare Technologies Inc. (NASDAQGS:GEHC),108009705,BBB,BBB,GEHC,NASDAQGS,US36266G1076,United States and Canada,USA,US,Health Care Equipment and Services
Gen Digital Inc. (NASDAQGS:GEN),4048156,BB,BB,GEN,NASDAQGS,US6687711084,United States and Canada,USA,US,Software and Services
General Dynamics Corporation (NYSE:GD),4040505,A-,A-,GD,NYSE,US3695501086,United States and Canada,USA,US,Capital Goods
General Electric Company (NYSE:GE),114527,BBB+,BBB+,GE,NYSE,US3696043013,United States and Canada,USA,US,Capital Goods
"General Mills, Inc. (NYSE:GIS)",4096376,BBB,BBB,GIS,NYSE,US3703341046,United States and Canada,USA,US,"Food, Beverage and Tobacco"
General Motors Company (NYSE:GM),4272273,BBB,BBB,GM,NYSE,US37045V1008,United States and Canada,USA,US,Automobiles and Components
"Genesis Energy, L.P. (NYSE:GEL)",4104850,B,B,GEL,NYSE,US3719271047,United States and Canada,USA,US,Energy
Genuine Parts Company (NYSE:GPC),4004397,BBB,BBB,GPC,NYSE,US3724601055,United States and Canada,USA,US,Consumer Discretionary Distribution and Retail
"Genworth Financial, Inc. (NYSE:GNW)",4091160,,BB-,GNW,NYSE,US37247D1063,United States and Canada,USA,US,Insurance
"Getty Images Holdings, Inc. (NYSE:GETY)",4121873,B+,B+,GETY,NYSE,US3742751056,United States and Canada,USA,US,Media and Entertainment
"G-III Apparel Group, Ltd. (NASDAQGS:GIII)",4431300,BB-,BB-,GIII,NASDAQGS,US36237H1014,United States and Canada,USA,US,Consumer Durables and Apparel
"Gilead Sciences, Inc. (NASDAQGS:GILD)",4135343,BBB+,BBB+,GILD,NASDAQGS,US3755581036,United States and Canada,USA,US,"Pharmaceuticals, Biotechnology and Life Sciences"
Glatfelter Corporation (NYSE:GLT),4062133,CCC+,CCC+,GLT,NYSE,US3773201062,United States and Canada,USA,US,Materials
"Global Business Travel Group, Inc. (NYSE:GBTG)",19764861,B+,B+,GBTG,NYSE,US37890B1008,United States and Canada,USA,US,Consumer Services
"Global Net Lease, Inc. (NYSE:GNL)",4307540,BB+,BB+,GNL,NYSE,US3793782018,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
Global Partners LP (NYSE:GLP),4166549,B+,B+,GLP,NYSE,US37946R1095,United States and Canada,USA,US,Energy
Global Payments Inc. (NYSE:GPN),4090258,BBB-,BBB-,GPN,NYSE,US37940X1028,United States and Canada,USA,US,Financial Services
Globe Life Inc. (NYSE:GL),103323,,A,GL,NYSE,US37959E1029,United States and Canada,USA,US,Insurance
GMS Inc. (NYSE:GMS),4631236,BB-,BB-,GMS,NYSE,US36251C1036,United States and Canada,USA,US,Capital Goods
Gogo Inc. (NASDAQGS:GOGO),4309485,B+,B+,GOGO,NASDAQGS,US38046C1099,United States and Canada,USA,US,Telecommunication Services
"Golden Entertainment, Inc. (NASDAQGM:GDEN)",4173268,BB-,BB-,GDEN,NASDAQGM,US3810131017,United States and Canada,USA,US,Consumer Services
"Golub Capital BDC, Inc. (NASDAQGS:GBDC)",4246291,BBB-,BBB-,GBDC,NASDAQGS,US38173M1027,United States and Canada,USA,US,Financial Services
GrafTech International Ltd. (NYSE:EAF),6617344,B+,B+,EAF,NYSE,US3843135084,United States and Canada,USA,US,Capital Goods
Graham Holdings Company (NYSE:GHC),4004261,BB,BB,GHC,NYSE,US3846371041,United States and Canada,USA,US,Consumer Services
"Gray Television, Inc. (NYSE:GTN)",4121702,B+,B+,GTN,NYSE,US3893751061,United States and Canada,USA,US,Media and Entertainment
Great Lakes Dredge & Dock Corporation (NASDAQGS:GLDD),4990467,CCC+,CCC+,GLDD,NASDAQGS,US3906071093,United States and Canada,USA,US,Capital Goods
Griffon Corporation (NYSE:GFF),4987594,B+,B+,GFF,NYSE,US3984331021,United States and Canada,USA,US,Capital Goods
"Group 1 Automotive, Inc. (NYSE:GPI)",4186601,BB+,BB+,GPI,NYSE,US3989051095,United States and Canada,USA,US,Consumer Discretionary Distribution and Retail
Gulfport Energy Corporation (NYSE:GPOR),4188868,B,B,GPOR,NYSE,US4026355028,United States and Canada,USA,US,Energy
"GXO Logistics, Inc. (NYSE:GXO)",29191991,BBB-,BBB-,GXO,NYSE,US36262G1013,United States and Canada,USA,US,Transportation
"H&E Equipment Services, Inc. (NASDAQGS:HEES)",4993180,BB-,BB-,HEES,NASDAQGS,US4040301081,United States and Canada,USA,US,Capital Goods
"H&R Block, Inc. (NYSE:HRB)",4001615,BBB,BBB,HRB,NYSE,US0936711052,United States and Canada,USA,US,Consumer Services
H.B. Fuller Company (NYSE:FUL),4191821,BB,BB,FUL,NYSE,US3596941068,United States and Canada,USA,US,Materials
Halliburton Company (NYSE:HAL),4010641,BBB+,BBB+,HAL,NYSE,US4062161017,United States and Canada,USA,US,Energy
Hancock Whitney Corporation (NASDAQGS:HWC),100308,BBB,BBB,HWC,NASDAQGS,US4101201097,United States and Canada,USA,US,Banks
Hanesbrands Inc. (NYSE:HBI),4189200,B+,B+,HBI,NYSE,US4103451021,United States and Canada,USA,US,Consumer Durables and Apparel
"Hannon Armstrong Sustainable Infrastructure Capital, Inc. (NYSE:HASI)",4376922,BB+,BB+,HASI,NYSE,US41068X1000,United States and Canada,USA,US,Financial Services
"Harley-Davidson, Inc. (NYSE:HOG)",4001590,BBB-,BBB-,HOG,NYSE,US4128221086,United States and Canada,USA,US,Automobiles and Components
"Hasbro, Inc. (NASDAQGS:HAS)",4095387,BBB,BBB,HAS,NASDAQGS,US4180561072,United States and Canada,USA,US,Consumer Durables and Apparel
"Hawaiian Electric Industries, Inc. (NYSE:HE)",1031123,B-,B-,HE,NYSE,US4198701009,United States and Canada,USA,US,Utilities
"Hawaiian Holdings, Inc. (NASDAQGS:HA)",4994539,B-,B-,HA,NASDAQGS,US4198791018,United States and Canada,USA,US,Transportation
"Hayward Holdings, Inc. (NYSE:HAYW)",27766644,BB,BB,HAYW,NYSE,US4212981009,United States and Canada,USA,US,Capital Goods
"HCA Healthcare, Inc. (NYSE:HCA)",4283738,BBB-,BBB-,HCA,NYSE,US40412C1018,United States and Canada,USA,US,Health Care Equipment and Services
Healthcare Realty Trust Incorporated (NYSE:HR),103057,BBB,BBB,HR,NYSE,US42226K1051,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
"HealthEquity, Inc. (NASDAQGS:HQY)",4328204,BB,BB,HQY,NASDAQGS,US42226A1079,United States and Canada,USA,US,Health Care Equipment and Services
"Healthpeak Properties, Inc. (NYSE:PEAK)",102953,BBB+,BBB+,PEAK,NYSE,US42250P1030,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
Hecla Mining Company (NYSE:HL),4130678,B+,B+,HL,NYSE,US4227041062,United States and Canada,USA,US,Materials
"Helix Energy Solutions Group, Inc. (NYSE:HLX)",4277586,B+,B+,HLX,NYSE,US42330P1075,United States and Canada,USA,US,Energy
"Helmerich & Payne, Inc. (NYSE:HP)",4005497,BBB+,BBB+,HP,NYSE,US4234521015,United States and Canada,USA,US,Energy
Herbalife Ltd. (NYSE:HLF),4910447,B+,B+,HLF,NYSE,KYG4412G1010,United States and Canada,USA,US,Household and Personal Products
Herc Holdings Inc. (NYSE:HRI),4993702,BB-,BB-,HRI,NYSE,US42704L1044,United States and Canada,USA,US,Capital Goods
"Hertz Global Holdings, Inc. (NASDAQGS:HTZ)",4993855,BB-,BB-,HTZ,NASDAQGS,US42806J7000,United States and Canada,USA,US,Transportation
Hess Corporation (NYSE:HES),3009150,BBB-,BBB-,HES,NYSE,US42809H1077,United States and Canada,USA,US,Energy
Hewlett Packard Enterprise Company (NYSE:HPE),4641383,BBB,BBB,HPE,NYSE,US42824C1099,United States and Canada,USA,US,Technology Hardware and Equipment
Hexcel Corporation (NYSE:HXL),4987800,BB+,BB+,HXL,NYSE,US4282911084,United States and Canada,USA,US,Capital Goods
HF Sinclair Corporation (NYSE:DINO),4010647,BBB-,BBB-,DINO,NYSE,US4039491000,United States and Canada,USA,US,Energy
"Highwoods Properties, Inc. (NYSE:HIW)",103169,BBB,BBB,HIW,NYSE,US4312841087,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
"Hillenbrand, Inc. (NYSE:HI)",4992571,BB+,BB+,HI,NYSE,US4315711089,United States and Canada,USA,US,Capital Goods
Hillman Solutions Corp. (NASDAQGM:HLMN),8685694,BB-,BB-,HLMN,NASDAQGM,US4316361090,United States and Canada,USA,US,Capital Goods
Hilton Grand Vacations Inc. (NYSE:HGV),4813313,BB,BB,HGV,NYSE,US43283X1054,United States and Canada,USA,US,Consumer Services
Hilton Worldwide Holdings Inc. (NYSE:HLT),4019144,BB+,BB+,HLT,NYSE,US43300A2033,United States and Canada,USA,US,Consumer Services
Holley Inc. (NYSE:HLLY),11262787,B-,B-,HLLY,NYSE,US43538H1032,United States and Canada,USA,US,Automobiles and Components
"Hologic, Inc. (NASDAQGS:HOLX)",4080680,BBB-,BBB-,HOLX,NASDAQGS,US4364401012,United States and Canada,USA,US,Health Care Equipment and Services
Honeywell International Inc. (NASDAQGS:HON),4121346,A,A,HON,NASDAQGS,US4385161066,United States and Canada,USA,US,Capital Goods
Horace Mann Educators Corporation (NYSE:HMN),103363,,BBB,HMN,NYSE,US4403271046,United States and Canada,USA,US,Insurance
Hormel Foods Corporation (NYSE:HRL),4068867,A-,A-,HRL,NYSE,US4404521001,United States and Canada,USA,US,"Food, Beverage and Tobacco"
"Host Hotels & Resorts, Inc. (NASDAQGS:HST)",4041118,BBB-,BBB-,HST,NASDAQGS,US44107P1049,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
"Hovnanian Enterprises, Inc. (NYSE:HOV)",4094394,B-,B-,HOV,NYSE,US4424874018,United States and Canada,USA,US,Consumer Durables and Apparel
Howard Hughes Holdings Inc. (NYSE:HHH),4265772,B,B,HHH,NYSE,US44267T1025,United States and Canada,USA,US,Real Estate Management and Development
Howmet Aerospace Inc. (NYSE:HWM),6661591,BBB-,BBB-,HWM,NYSE,US4432011082,United States and Canada,USA,US,Capital Goods
HP Inc. (NYSE:HPQ),105223,BBB,BBB,HPQ,NYSE,US40434L1052,United States and Canada,USA,US,Technology Hardware and Equipment
Hubbell Incorporated (NYSE:HUBB),4992018,BBB+,BBB+,HUBB,NYSE,US4435106079,United States and Canada,USA,US,Capital Goods
"Hudson Pacific Properties, Inc. (NYSE:HPP)",4251328,BB,BB,HPP,NYSE,US4440971095,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
Humana Inc. (NYSE:HUM),111564,NR,BBB+,HUM,NYSE,US4448591028,United States and Canada,USA,US,Health Care Equipment and Services
Huntington Bancshares Incorporated (NASDAQGS:HBAN),100307,BBB+,BBB+,HBAN,NASDAQGS,US4461501045,United States and Canada,USA,US,Banks
"Huntington Ingalls Industries, Inc. (NYSE:HII)",4436418,BBB-,BBB-,HII,NYSE,US4464131063,United States and Canada,USA,US,Capital Goods
Huntsman Corporation (NYSE:HUN),4060605,BBB-,BBB-,HUN,NYSE,US4470111075,United States and Canada,USA,US,Materials
Hyatt Hotels Corporation (NYSE:H),4239194,BBB-,BBB-,H,NYSE,US4485791028,United States and Canada,USA,US,Consumer Services
"Hyster-Yale Materials Handling, Inc. (NYSE:HY)",4574295,B-,B-,HY,NYSE,US4491721050,United States and Canada,USA,US,Capital Goods
IAC Inc. (NASDAQGS:IAC),19880854,BB-,BB-,IAC,NASDAQGS,US44891N2080,United States and Canada,USA,US,Media and Entertainment
Icahn Enterprises L.P. (NASDAQGS:IEP),4044522,BB,BB,IEP,NASDAQGS,US4511001012,United States and Canada,USA,US,Capital Goods
"ICU Medical, Inc. (NASDAQGS:ICUI)",4810460,BB-,BB-,ICUI,NASDAQGS,US44930G1076,United States and Canada,USA,US,Health Care Equipment and Services
"IDACORP, Inc. (NYSE:IDA)",4056949,BBB,BBB,IDA,NYSE,US4511071064,United States and Canada,USA,US,Utilities
IDEX Corporation (NYSE:IEX),4992897,BBB,BBB,IEX,NYSE,US45167R1041,United States and Canada,USA,US,Capital Goods
"iHeartMedia, Inc. (NASDAQGS:IHRT)",4212348,B,B,IHRT,NASDAQGS,US45174J5092,United States and Canada,USA,US,Media and Entertainment
Illinois Tool Works Inc. (NYSE:ITW),4992234,A+,A+,ITW,NYSE,US4523081093,United States and Canada,USA,US,Capital Goods
"Illumina, Inc. (NASDAQGS:ILMN)",4094034,BBB,BBB,ILMN,NASDAQGS,US4523271090,United States and Canada,USA,US,"Pharmaceuticals, Biotechnology and Life Sciences"
Informatica Inc. (NYSE:INFA),11210307,BB-,BB-,INFA,NYSE,US45674M1018,United States and Canada,USA,US,Software and Services
Ingersoll Rand Inc. (NYSE:IR),4380458,BBB-,BBB-,IR,NYSE,US45687V1061,United States and Canada,USA,US,Capital Goods
"Ingles Markets, Incorporated (NASDAQGS:IMKT.A)",3009783,BB+,BB+,IMKTA,NASDAQGS,US4570301048,United States and Canada,USA,US,Consumer Staples Distribution and Retail
Ingredion Incorporated (NYSE:INGR),4059483,BBB,BBB,INGR,NYSE,US4571871023,United States and Canada,USA,US,"Food, Beverage and Tobacco"
INNOVATE Corp. (NYSE:VATE),4121453,CCC+,CCC+,VATE,NYSE,US45784J1051,United States and Canada,USA,US,Capital Goods
"Installed Building Products, Inc. (NYSE:IBP)",4985176,BB-,BB-,IBP,NYSE,US45780R1014,United States and Canada,USA,US,Consumer Durables and Apparel
Insulet Corporation (NASDAQGS:PODD),4811052,B+,B+,PODD,NASDAQGS,US45784P1012,United States and Canada,USA,US,Health Care Equipment and Services
Integer Holdings Corporation (NYSE:ITGR),4812583,BB-,BB-,ITGR,NYSE,US45826H1095,United States and Canada,USA,US,Health Care Equipment and Services
Intel Corporation (NASDAQGS:INTC),4025746,A-,A-,INTC,NASDAQGS,US4581401001,United States and Canada,USA,US,Semiconductors and Semiconductor Equipment
"Intercontinental Exchange, Inc. (NYSE:ICE)",4099823,A-,A-,ICE,NYSE,US45866F1049,United States and Canada,USA,US,Financial Services
"Interface, Inc. (NASDAQGS:TILE)",4994421,BB-,BB-,TILE,NASDAQGS,US4586653044,United States and Canada,USA,US,Commercial and Professional Services
International Business Machines Corporation (NYSE:IBM),4000193,A-,A-,IBM,NYSE,US4592001014,United States and Canada,USA,US,Software and Services
International Flavors & Fragrances Inc. (NYSE:IFF),4985791,BBB-,BBB-,IFF,NYSE,US4595061015,United States and Canada,USA,US,Materials
International Paper Company (NYSE:IP),4060689,BBB,BBB,IP,NYSE,US4601461035,United States and Canada,USA,US,Materials
Intuit Inc. (NASDAQGS:INTU),4048157,A-,A-,INTU,NASDAQGS,US4612021034,United States and Canada,USA,US,Software and Services
Invesco Ltd. (NYSE:IVZ),103661,BBB+,BBB+,IVZ,NYSE,BMG491BT1088,United States and Canada,USA,US,Financial Services
Invitation Homes Inc. (NYSE:INVH),4426247,BBB,BBB,INVH,NYSE,US46187W1071,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
IQVIA Holdings Inc. (NYSE:IQV),4326091,BB+,BB+,IQV,NYSE,US46266C1053,United States and Canada,USA,US,"Pharmaceuticals, Biotechnology and Life Sciences"
Iridium Communications Inc. (NASDAQGS:IRDM),4217413,BB-,BB-,IRDM,NASDAQGS,US46269C1027,United States and Canada,USA,US,Telecommunication Services
Iron Mountain Incorporated (NYSE:IRM),4094831,BB-,BB-,IRM,NYSE,US46284V1017,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
ITT Inc. (NYSE:ITT),4022445,BBB,BBB,ITT,NYSE,US45073V1089,United States and Canada,USA,US,Capital Goods
"J.B. Hunt Transport Services, Inc. (NASDAQGS:JBHT)",4994170,BBB+,BBB+,JBHT,NASDAQGS,US4456581077,United States and Canada,USA,US,Transportation
Jabil Inc. (NYSE:JBL),4069059,BBB-,BBB-,JBL,NYSE,US4663131039,United States and Canada,USA,US,Technology Hardware and Equipment
Jackson Financial Inc. (NYSE:JXN),4163030,BBB,BBB,JXN,NYSE,US46817M1071,United States and Canada,USA,US,Financial Services
Jacobs Solutions Inc. (NYSE:J),4004212,BBB-,BBB-,J,NYSE,US46982L1089,United States and Canada,USA,US,Commercial and Professional Services
"Janus International Group, Inc. (NYSE:JBI)",7195171,B,B,JBI,NYSE,US47103N1063,United States and Canada,USA,US,Capital Goods
Jefferies Financial Group Inc. (NYSE:JEF),103464,BBB,BBB,JEF,NYSE,US47233W1099,United States and Canada,USA,US,Financial Services
JetBlue Airways Corporation (NASDAQGS:JBLU),4158264,B+,B+,JBLU,NASDAQGS,US4771431016,United States and Canada,USA,US,Transportation
