SP_ENTITY_NAME,SP_ENTITY_ID,RD_CREDIT_RATING_GLOBAL,RD_CREDIT_RATING_GLOBAL.1,SP_TICKER,SP_EXCHANGE,SP_ISIN,SP_GEOGRAPHY,SP_COUNTRY_NAME,SP_COUNTRY_CODE,IQ_INDUSTRY_GROUP
Target Corporation (NYSE:TGT),4094305,A,A,TGT,NYSE,US87612E1064,United States and Canada,USA,US,Consumer Staples Distribution and Retail
Target Hospitality Corp. (NASDAQCM:TH),13411898,B+,B+,TH,NASDAQCM,US87615L1070,United States and Canada,USA,US,Consumer Services
Taylor Morrison Home Corporation (NYSE:TMHC),4344712,BB+,BB+,TMHC,NYSE,US87724P1066,United States and Canada,USA,US,Consumer Durables and Apparel
TD SYNNEX Corporation (NYSE:SNX),4149366,BBB-,BBB-,SNX,NYSE,US87162W1009,United States and Canada,USA,US,Technology Hardware and Equipment
TEGNA Inc. (NYSE:TGNA),4121647,BB+,BB+,TGNA,NYSE,US87901J1051,United States and Canada,USA,US,Media and Entertainment
Teledyne Technologies Incorporated (NYSE:TDY),4987124,BBB,BBB,TDY,NYSE,US8793601050,United States and Canada,USA,US,Technology Hardware and Equipment
Teleflex Incorporated (NYSE:TFX),4004303,BB+,BB+,TFX,NYSE,US8793691069,United States and Canada,USA,US,Health Care Equipment and Services
"Telephone and Data Systems, Inc. (NYSE:TDS)",4057224,BB,BB,TDS,NYSE,US8794338298,United States and Canada,USA,US,Telecommunication Services
"Tempur Sealy International, Inc. (NYSE:TPX)",4912170,BB,BB,TPX,NYSE,US88023U1016,United States and Canada,USA,US,Consumer Durables and Apparel
"Tenable Holdings, Inc. (NASDAQGS:TENB)",5317322,BB-,BB-,TENB,NASDAQGS,US88025T1025,United States and Canada,USA,US,Software and Services
Tenet Healthcare Corporation (NYSE:THC),4020861,B+,B+,THC,NYSE,US88033G4073,United States and Canada,USA,US,Health Care Equipment and Services
Tennant Company (NYSE:TNC),4007197,BB,BB,TNC,NYSE,US8803451033,United States and Canada,USA,US,Capital Goods
Terex Corporation (NYSE:TEX),4218241,BB,BB,TEX,NYSE,US8807791038,United States and Canada,USA,US,Capital Goods
"Tesla, Inc. (NASDAQGS:TSLA)",4574287,BBB,BBB,TSLA,NASDAQGS,US88160R1014,United States and Canada,USA,US,Automobiles and Components
"Texas Capital Bancshares, Inc. (NASDAQGS:TCBI)",1984125,BBB-,BBB-,TCBI,NASDAQGS,US88224Q1076,United States and Canada,USA,US,Banks
Texas Instruments Incorporated (NASDAQGS:TXN),4112734,A+,A+,TXN,NASDAQGS,US8825081040,United States and Canada,USA,US,Semiconductors and Semiconductor Equipment
Textron Inc. (NYSE:TXT),3002287,BBB,BBB,TXT,NYSE,US8832031012,United States and Canada,USA,US,Capital Goods
The AES Corporation (NYSE:AES),4055465,BBB-,BBB-,AES,NYSE,US00130H1059,United States and Canada,USA,US,Utilities
The Allstate Corporation (NYSE:ALL),103247,,BBB+,ALL,NYSE,US0200021014,United States and Canada,USA,US,Insurance
The Bank of New York Mellon Corporation (NYSE:BK),100144,A,A,BK,NYSE,US0640581007,United States and Canada,USA,US,Financial Services
The Boeing Company (NYSE:BA),4004086,BBB-,BBB-,BA,NYSE,US0970231058,United States and Canada,USA,US,Capital Goods
The Brink's Company (NYSE:BCO),4513682,BB,BB,BCO,NYSE,US1096961040,United States and Canada,USA,US,Commercial and Professional Services
The Carlyle Group Inc. (NASDAQGS:CG),4298459,A-,A-,CG,NASDAQGS,US14316J1088,United States and Canada,USA,US,Financial Services
The Charles Schwab Corporation (NYSE:SCHW),102775,A-,A-,SCHW,NYSE,US8085131055,United States and Canada,USA,US,Financial Services
"The Chefs' Warehouse, Inc. (NASDAQGS:CHEF)",4911224,B+,B+,CHEF,NASDAQGS,US1630861011,United States and Canada,USA,US,Consumer Staples Distribution and Retail
The Chemours Company (NYSE:CC),4670681,BB,BB,CC,NYSE,US1638511089,United States and Canada,USA,US,Materials
The Cigna Group (NYSE:CI),103339,,A-,CI,NYSE,US1255231003,United States and Canada,USA,US,Health Care Equipment and Services
The Clorox Company (NYSE:CLX),4091914,BBB+,BBB+,CLX,NYSE,US1890541097,United States and Canada,USA,US,Household and Personal Products
The Coca-Cola Company (NYSE:KO),4202062,A+,A+,KO,NYSE,US1912161007,United States and Canada,USA,US,"Food, Beverage and Tobacco"
"The Container Store Group, Inc. (NYSE:TCS)",4914335,B,B,TCS,NYSE,US2107511030,United States and Canada,USA,US,Consumer Discretionary Distribution and Retail
The E.W. Scripps Company (NASDAQGS:SSP),4121654,B+,B+,SSP,NASDAQGS,US8110544025,United States and Canada,USA,US,Media and Entertainment
The Estée Lauder Companies Inc. (NYSE:EL),4913043,A,A,EL,NYSE,US5184391044,United States and Canada,USA,US,Household and Personal Products
"The Gap, Inc. (NYSE:GPS)",4054015,BB,BB,GPS,NYSE,US3647601083,United States and Canada,USA,US,Consumer Discretionary Distribution and Retail
"The GEO Group, Inc. (NYSE:GEO)",4144107,B,B,GEO,NYSE,US36162J1060,United States and Canada,USA,US,Commercial and Professional Services
"The Goldman Sachs Group, Inc. (NYSE:GS)",4039450,BBB+,BBB+,GS,NYSE,US38141G1040,United States and Canada,USA,US,Financial Services
The Goodyear Tire & Rubber Company (NASDAQGS:GT),4060262,B+,B+,GT,NASDAQGS,US3825501014,United States and Canada,USA,US,Automobiles and Components
"The Greenbrier Companies, Inc. (NYSE:GBX)",4989049,BB-,BB-,GBX,NYSE,US3936571013,United States and Canada,USA,US,Capital Goods
"The Hanover Insurance Group, Inc. (NYSE:THG)",103541,,BBB,THG,NYSE,US4108671052,United States and Canada,USA,US,Insurance
"The Hartford Financial Services Group, Inc. (NYSE:HIG)",103647,,BBB+,HIG,NYSE,US4165151048,United States and Canada,USA,US,Insurance
The Hershey Company (NYSE:HSY),4914369,A,A,HSY,NYSE,US4278661081,United States and Canada,USA,US,"Food, Beverage and Tobacco"
"The Home Depot, Inc. (NYSE:HD)",4004135,A,A,HD,NYSE,US4370761029,United States and Canada,USA,US,Consumer Discretionary Distribution and Retail
"The Interpublic Group of Companies, Inc. (NYSE:IPG)",4021612,BBB,BBB,IPG,NYSE,US4606901001,United States and Canada,USA,US,Media and Entertainment
The J. M. Smucker Company (NYSE:SJM),4912995,BBB,BBB,SJM,NYSE,US8326964058,United States and Canada,USA,US,"Food, Beverage and Tobacco"
The Kraft Heinz Company (NASDAQGS:KHC),4384788,BBB,BBB,KHC,NASDAQGS,US5007541064,United States and Canada,USA,US,"Food, Beverage and Tobacco"
The Kroger Co. (NYSE:KR),4004136,BBB,BBB,KR,NYSE,US5010441013,United States and Canada,USA,US,Consumer Staples Distribution and Retail
"The Manitowoc Company, Inc. (NYSE:MTW)",4278724,B,B,MTW,NYSE,US5635714059,United States and Canada,USA,US,Capital Goods
The Mosaic Company (NYSE:MOS),4097833,BBB,BBB,MOS,NYSE,US61945C1036,United States and Canada,USA,US,Materials
"The PNC Financial Services Group, Inc. (NYSE:PNC)",100406,A-,A-,PNC,NYSE,US6934751057,United States and Canada,USA,US,Banks
The Procter & Gamble Company (NYSE:PG),4004124,AA-,AA-,PG,NYSE,US7427181091,United States and Canada,USA,US,Household and Personal Products
The Progressive Corporation (NYSE:PGR),103383,,A,PGR,NYSE,US7433151039,United States and Canada,USA,US,Insurance
The Scotts Miracle-Gro Company (NYSE:SMG),4397865,B+,B+,SMG,NYSE,US8101861065,United States and Canada,USA,US,Materials
The Sherwin-Williams Company (NYSE:SHW),4191577,BBB,BBB,SHW,NYSE,US8243481061,United States and Canada,USA,US,Materials
The Simply Good Foods Company (NASDAQCM:SMPL),4999709,BB-,BB-,SMPL,NASDAQCM,US82900L1026,United States and Canada,USA,US,"Food, Beverage and Tobacco"
The Southern Company (NYSE:SO),4004298,BBB+,BBB+,SO,NYSE,US8425871071,United States and Canada,USA,US,Utilities
The Timken Company (NYSE:TKR),4645763,BBB-,BBB-,TKR,NYSE,US8873891043,United States and Canada,USA,US,Capital Goods
"The TJX Companies, Inc. (NYSE:TJX)",4074192,A,A,TJX,NYSE,US8725401090,United States and Canada,USA,US,Consumer Discretionary Distribution and Retail
The Toro Company (NYSE:TTC),4107956,BBB,BBB,TTC,NYSE,US8910921084,United States and Canada,USA,US,Capital Goods
"The Travelers Companies, Inc. (NYSE:TRV)",4055530,A,A,TRV,NYSE,US89417E1091,United States and Canada,USA,US,Insurance
The Walt Disney Company (NYSE:DIS),4097175,A-,A-,DIS,NYSE,US2546871060,United States and Canada,USA,US,Media and Entertainment
The Wendy's Company (NASDAQGS:WEN),4055686,B+,B+,WEN,NASDAQGS,US95058W1009,United States and Canada,USA,US,Consumer Services
The Western Union Company (NYSE:WU),4135930,BBB,BBB,WU,NYSE,US9598021098,United States and Canada,USA,US,Financial Services
"The Williams Companies, Inc. (NYSE:WMB)",4011165,BBB,BBB,WMB,NYSE,US9694571004,United States and Canada,USA,US,Energy
The York Water Company (NASDAQGS:YORW),5000792,A-,A-,YORW,NASDAQGS,US9871841089,United States and Canada,USA,US,Utilities
Thermo Fisher Scientific Inc. (NYSE:TMO),4072879,A-,A-,TMO,NYSE,US8835561023,United States and Canada,USA,US,"Pharmaceuticals, Biotechnology and Life Sciences"
"THOR Industries, Inc. (NYSE:THO)",4914214,BB,BB,THO,NYSE,US8851601018,United States and Canada,USA,US,Automobiles and Components
"Thryv Holdings, Inc. (NASDAQCM:THRY)",4388004,B,B,THRY,NASDAQCM,US8860292064,United States and Canada,USA,US,Media and Entertainment
"Titan International, Inc. (NYSE:TWI)",4996906,B,B,TWI,NYSE,US88830M1027,United States and Canada,USA,US,Capital Goods
"T-Mobile US, Inc. (NASDAQGS:TMUS)",4091145,BBB,BBB,TMUS,NASDAQGS,US8725901040,United States and Canada,USA,US,Telecommunication Services
"Toll Brothers, Inc. (NYSE:TOL)",4094404,BBB-,BBB-,TOL,NYSE,US8894781033,United States and Canada,USA,US,Consumer Durables and Apparel
TopBuild Corp. (NYSE:BLD),4682198,BB+,BB+,BLD,NYSE,US89055F1030,United States and Canada,USA,US,Consumer Durables and Apparel
Topgolf Callaway Brands Corp. (NYSE:MODG),4912974,B+,B+,MODG,NYSE,US1311931042,United States and Canada,USA,US,Consumer Durables and Apparel
"Townsquare Media, Inc. (NYSE:TSQ)",4546163,B,B,TSQ,NYSE,US8922311019,United States and Canada,USA,US,Media and Entertainment
Tractor Supply Company (NASDAQGS:TSCO),4071364,BBB,BBB,TSCO,NASDAQGS,US8923561067,United States and Canada,USA,US,Consumer Discretionary Distribution and Retail
"Traeger, Inc. (NYSE:COOK)",29353554,CCC+,CCC+,COOK,NYSE,US89269P1030,United States and Canada,USA,US,Consumer Durables and Apparel
TransUnion (NYSE:TRU),4313999,BB+,BB+,TRU,NYSE,US89400J1079,United States and Canada,USA,US,Commercial and Professional Services
Travel + Leisure Co. (NYSE:TNL),4154740,BB-,BB-,TNL,NYSE,US8941641024,United States and Canada,USA,US,Consumer Services
"TreeHouse Foods, Inc. (NYSE:THS)",4911833,B,B,THS,NYSE,US89469A1043,United States and Canada,USA,US,"Food, Beverage and Tobacco"
"Tri Pointe Homes, Inc. (NYSE:TPH)",4347328,BB,BB,TPH,NYSE,US87265H1095,United States and Canada,USA,US,Consumer Durables and Apparel
TriMas Corporation (NASDAQGS:TRS),4291524,BB,BB,TRS,NASDAQGS,US8962152091,United States and Canada,USA,US,Materials
Trimble Inc. (NASDAQGS:TRMB),4104139,BBB-,BBB-,TRMB,NASDAQGS,US8962391004,United States and Canada,USA,US,Technology Hardware and Equipment
"TriNet Group, Inc. (NYSE:TNET)",4228223,BB,BB,TNET,NYSE,US8962881079,United States and Canada,USA,US,Commercial and Professional Services
"Trinity Industries, Inc. (NYSE:TRN)",4041526,BB+,BB+,TRN,NYSE,US8965221091,United States and Canada,USA,US,Capital Goods
Trinseo PLC (NYSE:TSE),4986773,CCC+,CCC+,TSE,NYSE,IE0000QBK8U7,United States and Canada,USA,US,Materials
"Tripadvisor, Inc. (NASDAQGS:TRIP)",4295035,B+,B+,TRIP,NASDAQGS,US8969452015,United States and Canada,USA,US,Media and Entertainment
"Triumph Group, Inc. (NYSE:TGI)",4286786,CCC+,CCC+,TGI,NYSE,US8968181011,United States and Canada,USA,US,Capital Goods
Tronox Holdings plc (NYSE:TROX),4121353,B+,B+,TROX,NYSE,GB00BJT16S69,United States and Canada,USA,US,Materials
Truist Financial Corporation (NYSE:TFC),100438,A-,A-,TFC,NYSE,US89832Q1094,United States and Canada,USA,US,Banks
Trustmark Corporation (NASDAQGS:TRMK),100464,BBB,BBB,TRMK,NASDAQGS,US8984021027,United States and Canada,USA,US,Banks
"TTM Technologies, Inc. (NASDAQGS:TTMI)",4963656,BB,BB,TTMI,NASDAQGS,US87305R1095,United States and Canada,USA,US,Technology Hardware and Equipment
"Turning Point Brands, Inc. (NYSE:TPB)",4911214,B+,B+,TPB,NYSE,US90041L1052,United States and Canada,USA,US,"Food, Beverage and Tobacco"
Tutor Perini Corporation (NYSE:TPC),4990006,B-,B-,TPC,NYSE,US9011091082,United States and Canada,USA,US,Capital Goods
Twilio Inc. (NYSE:TWLO),4757889,BB,BB,TWLO,NYSE,US90138F1021,United States and Canada,USA,US,Software and Services
"Tyson Foods, Inc. (NYSE:TSN)",3009699,BBB,BBB,TSN,NYSE,US9024941034,United States and Canada,USA,US,"Food, Beverage and Tobacco"
U.S. Bancorp (NYSE:USB),4047176,A,A,USB,NYSE,US9029733048,United States and Canada,USA,US,Banks
"Uber Technologies, Inc. (NYSE:UBER)",4398745,BB-,BB-,UBER,NYSE,US90353T1007,United States and Canada,USA,US,Transportation
"UDR, Inc. (NYSE:UDR)",103025,BBB+,BBB+,UDR,NYSE,US9026531049,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
"Ultra Clean Holdings, Inc. (NASDAQGS:UCTT)",4967671,B+,B+,UCTT,NASDAQGS,US90385V1070,United States and Canada,USA,US,Semiconductors and Semiconductor Equipment
UMB Financial Corporation (NASDAQGS:UMBF),100473,BBB+,BBB+,UMBF,NASDAQGS,US9027881088,United States and Canada,USA,US,Banks
"Under Armour, Inc. (NYSE:UAA)",4256987,BB,BB,UAA,NYSE,US9043111072,United States and Canada,USA,US,Consumer Durables and Apparel
Union Pacific Corporation (NYSE:UNP),4004099,A-,A-,UNP,NYSE,US9078181081,United States and Canada,USA,US,Transportation
Unisys Corporation (NYSE:UIS),4004095,B+,B+,UIS,NYSE,US9092143067,United States and Canada,USA,US,Software and Services
"United Airlines Holdings, Inc. (NASDAQGS:UAL)",4994529,BB-,BB-,UAL,NASDAQGS,US9100471096,United States and Canada,USA,US,Transportation
"United Natural Foods, Inc. (NYSE:UNFI)",4204677,B,B,UNFI,NYSE,US9111631035,United States and Canada,USA,US,Consumer Staples Distribution and Retail
"United Parcel Service, Inc. (NYSE:UPS)",4051574,A,A,UPS,NYSE,US9113121068,United States and Canada,USA,US,Transportation
"United Rentals, Inc. (NYSE:URI)",4086110,BB+,BB+,URI,NYSE,US9113631090,United States and Canada,USA,US,Capital Goods
United States Cellular Corporation (NYSE:USM),4057227,BB,BB,USM,NYSE,US9116841084,United States and Canada,USA,US,Telecommunication Services
United States Steel Corporation (NYSE:X),4009384,BB-,BB-,X,NYSE,US9129091081,United States and Canada,USA,US,Materials
UnitedHealth Group Incorporated (NYSE:UNH),111568,NR,A+,UNH,NYSE,US91324P1021,United States and Canada,USA,US,Health Care Equipment and Services
Uniti Group Inc. (NASDAQGS:UNIT),4584941,B-,B-,UNIT,NASDAQGS,US91325V1089,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
Unitil Corporation (NYSE:UTL),4056953,BBB+,BBB+,UTL,NYSE,US9132591077,United States and Canada,USA,US,Utilities
Universal Corporation (NYSE:UVV),4912929,BBB-,BBB-,UVV,NYSE,US9134561094,United States and Canada,USA,US,"Food, Beverage and Tobacco"
"Universal Health Services, Inc. (NYSE:UHS)",4540311,BB+,BB+,UHS,NYSE,US9139031002,United States and Canada,USA,US,Health Care Equipment and Services
Unum Group (NYSE:UNM),103324,,BBB,UNM,NYSE,US91529Y1064,United States and Canada,USA,US,Insurance
"Upbound Group, Inc. (NASDAQGS:UPBD)",4070588,BB-,BB-,UPBD,NASDAQGS,US76009N1000,United States and Canada,USA,US,Consumer Discretionary Distribution and Retail
"Upland Software, Inc. (NASDAQGM:UPLD)",4424880,B-,B-,UPLD,NASDAQGM,US91544A1097,United States and Canada,USA,US,Software and Services
"Urban One, Inc. (NASDAQCM:UONE.K)",3005069,B-,B-,UONEK,NASDAQCM,US91705J2042,United States and Canada,USA,US,Media and Entertainment
"USA Compression Partners, LP (NYSE:USAC)",4290950,B+,B+,USAC,NYSE,US90290N1090,United States and Canada,USA,US,Energy
"Utz Brands, Inc. (NYSE:UTZ)",11139662,B,B,UTZ,NYSE,US9180901012,United States and Canada,USA,US,"Food, Beverage and Tobacco"
V.F. Corporation (NYSE:VFC),4004426,BBB,BBB,VFC,NYSE,US9182041080,United States and Canada,USA,US,Consumer Durables and Apparel
"V2X, Inc. (NYSE:VVX)",4649403,B+,B+,VVX,NYSE,US92242T1016,United States and Canada,USA,US,Capital Goods
"Vail Resorts, Inc. (NYSE:MTN)",4056041,BB,BB,MTN,NYSE,US91879Q1094,United States and Canada,USA,US,Consumer Services
Valero Energy Corporation (NYSE:VLO),4011157,BBB,BBB,VLO,NYSE,US91913Y1001,United States and Canada,USA,US,Energy
Valley National Bancorp (NASDAQGS:VLY),100486,BBB-,BBB-,VLY,NASDAQGS,US9197941076,United States and Canada,USA,US,Banks
"Valmont Industries, Inc. (NYSE:VMI)",4991474,BBB+,BBB+,VMI,NYSE,US9202531011,United States and Canada,USA,US,Capital Goods
Valvoline Inc. (NYSE:VVV),4986602,BB,BB,VVV,NYSE,US92047W1018,United States and Canada,USA,US,Consumer Discretionary Distribution and Retail
Varex Imaging Corporation (NASDAQGS:VREX),5327992,BB-,BB-,VREX,NASDAQGS,US92214X1063,United States and Canada,USA,US,Health Care Equipment and Services
Vector Group Ltd. (NYSE:VGR),4066440,B+,B+,VGR,NYSE,US92240M1080,United States and Canada,USA,US,"Food, Beverage and Tobacco"
"Ventas, Inc. (NYSE:VTR)",4046115,BBB+,BBB+,VTR,NYSE,US92276F1003,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
Veralto Corporation (NYSE:VLTO),112268261,BBB,BBB,VLTO,NYSE,US92338C1036,United States and Canada,USA,US,Commercial and Professional Services
Verint Systems Inc. (NASDAQGS:VRNT),4409461,BB,BB,VRNT,NASDAQGS,US92343X1000,United States and Canada,USA,US,Software and Services
"VeriSign, Inc. (NASDAQGS:VRSN)",4087927,BBB,BBB,VRSN,NASDAQGS,US92343E1029,United States and Canada,USA,US,Software and Services
"Verisk Analytics, Inc. (NASDAQGS:VRSK)",4241337,BBB,BBB,VRSK,NASDAQGS,US92345Y1064,United States and Canada,USA,US,Commercial and Professional Services
Verizon Communications Inc. (NYSE:VZ),4057229,BBB+,BBB+,VZ,NYSE,US92343V1044,United States and Canada,USA,US,Telecommunication Services
Verra Mobility Corporation (NASDAQCM:VRRM),7580829,BB-,BB-,VRRM,NASDAQCM,US92511U1025,United States and Canada,USA,US,Commercial and Professional Services
"Vertex Energy, Inc. (NASDAQCM:VTNR)",4976793,B,B,VTNR,NASDAQCM,US92534K1079,United States and Canada,USA,US,Energy
Vestis Corporation (NYSE:VSTS),5017926,BB,BB,VSTS,NYSE,US29430C1027,United States and Canada,USA,US,Commercial and Professional Services
Viad Corp (NYSE:VVI),4090265,B,B,VVI,NYSE,US92552R4065,United States and Canada,USA,US,Commercial and Professional Services
"Viasat, Inc. (NASDAQGS:VSAT)",4242781,B+,B+,VSAT,NASDAQGS,US92552V1008,United States and Canada,USA,US,Technology Hardware and Equipment
Viatris Inc. (NASDAQGS:VTRS),4761964,BBB-,BBB-,VTRS,NASDAQGS,US92556V1061,United States and Canada,USA,US,"Pharmaceuticals, Biotechnology and Life Sciences"
Viavi Solutions Inc. (NASDAQGS:VIAV),4963684,BB,BB,VIAV,NASDAQGS,US9255501051,United States and Canada,USA,US,Technology Hardware and Equipment
VICI Properties Inc. (NYSE:VICI),6614190,BBB-,BBB-,VICI,NYSE,US9256521090,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
Victoria's Secret & Co. (NYSE:VSCO),29443409,BB-,BB-,VSCO,NYSE,US9264001028,United States and Canada,USA,US,Consumer Discretionary Distribution and Retail
"Victory Capital Holdings, Inc. (NASDAQGS:VCTR)",4415853,BB-,BB-,VCTR,NASDAQGS,US92645B1035,United States and Canada,USA,US,Financial Services
"Viper Energy, Inc. (NASDAQGS:VNOM)",4897155,BBB-,BBB-,VNOM,NASDAQGS,US9279591062,United States and Canada,USA,US,Energy
"Virtus Investment Partners, Inc. (NYSE:VRTS)",102723,BB+,BB+,VRTS,NYSE,US92828Q1094,United States and Canada,USA,US,Financial Services
Visa Inc. (NYSE:V),4163620,AA-,AA-,V,NYSE,US92826C8394,United States and Canada,USA,US,Financial Services
"Vishay Intertechnology, Inc. (NYSE:VSH)",4165163,BB+,BB+,VSH,NYSE,US9282981086,United States and Canada,USA,US,Technology Hardware and Equipment
Vista Outdoor Inc. (NYSE:VSTO),4564156,BB,BB,VSTO,NYSE,US9283771007,United States and Canada,USA,US,Consumer Durables and Apparel
Visteon Corporation (NASDAQGS:VC),4088403,BB-,BB-,VC,NASDAQGS,US92839U2069,United States and Canada,USA,US,Automobiles and Components
Vistra Corp. (NYSE:VST),4085953,BB,BB,VST,NYSE,US92840M1027,United States and Canada,USA,US,Utilities
"Vital Energy, Inc. (NYSE:VTLE)",4208319,B,B,VTLE,NYSE,US5168062058,United States and Canada,USA,US,Energy
Vontier Corporation (NYSE:VNT),19858759,BBB-,BBB-,VNT,NYSE,US9288811014,United States and Canada,USA,US,Technology Hardware and Equipment
Vornado Realty Trust (NYSE:VNO),103050,BB+,BB+,VNO,NYSE,US9290421091,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
"Voya Financial, Inc. (NYSE:VOYA)",4041737,BBB+,BBB+,VOYA,NYSE,US9290891004,United States and Canada,USA,US,Financial Services
Vulcan Materials Company (NYSE:VMC),4063773,BBB+,BBB+,VMC,NYSE,US9291601097,United States and Canada,USA,US,Materials
"W&T Offshore, Inc. (NYSE:WTI)",4113677,B-,B-,WTI,NYSE,US92922P1066,United States and Canada,USA,US,Energy
W. P. Carey Inc. (NYSE:WPC),4054624,BBB+,BBB+,WPC,NYSE,US92936U1097,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
W. R. Berkley Corporation (NYSE:WRB),103336,,BBB+,WRB,NYSE,US0844231029,United States and Canada,USA,US,Insurance
"W.W. Grainger, Inc. (NYSE:GWW)",4071818,A+,A+,GWW,NYSE,US3848021040,United States and Canada,USA,US,Capital Goods
Wabash National Corporation (NYSE:WNC),4056927,BB-,BB-,WNC,NYSE,US9295661071,United States and Canada,USA,US,Capital Goods
"Walgreens Boots Alliance, Inc. (NASDAQGS:WBA)",4695380,BBB-,BBB-,WBA,NASDAQGS,US9314271084,United States and Canada,USA,US,Consumer Staples Distribution and Retail
"Walker & Dunlop, Inc. (NYSE:WD)",104019,BB,BB,WD,NYSE,US93148P1021,United States and Canada,USA,US,Financial Services
Walmart Inc. (NYSE:WMT),3005566,AA,AA,WMT,NYSE,US9311421039,United States and Canada,USA,US,Consumer Staples Distribution and Retail
"Warner Bros. Discovery, Inc. (NASDAQGS:WBD)",4216584,BBB-,BBB-,WBD,NASDAQGS,US9344231041,United States and Canada,USA,US,Media and Entertainment
Warner Music Group Corp. (NASDAQGS:WMG),4121664,BB+,BB+,WMG,NASDAQGS,US9345502036,United States and Canada,USA,US,Media and Entertainment
"Warrior Met Coal, Inc. (NYSE:HCC)",4641273,B+,B+,HCC,NYSE,US93627C1018,United States and Canada,USA,US,Materials
"Waste Management, Inc. (NYSE:WM)",4063852,A-,A-,WM,NYSE,US94106L1098,United States and Canada,USA,US,Commercial and Professional Services
Weatherford International plc (NASDAQGS:WFRD),4091447,B+,B+,WFRD,NASDAQGS,IE00BLNN3691,United States and Canada,USA,US,Energy
Webster Financial Corporation (NYSE:WBS),102030,BBB,BBB,WBS,NYSE,US9478901096,United States and Canada,USA,US,Banks
"WEC Energy Group, Inc. (NYSE:WEC)",4009725,A-,A-,WEC,NYSE,US92939U1060,United States and Canada,USA,US,Utilities
Wells Fargo & Company (NYSE:WFC),100382,BBB+,BBB+,WFC,NYSE,US9497461015,United States and Canada,USA,US,Banks
Welltower Inc. (NYSE:WELL),102952,BBB+,BBB+,WELL,NYSE,US95040Q1040,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
"WESCO International, Inc. (NYSE:WCC)",4298486,BB,BB,WCC,NYSE,US95082P1057,United States and Canada,USA,US,Capital Goods
Western Digital Corporation (NASDAQGS:WDC),4071659,BB,BB,WDC,NASDAQGS,US9581021055,United States and Canada,USA,US,Technology Hardware and Equipment
Westinghouse Air Brake Technologies Corporation (NYSE:WAB),4994265,BBB-,BBB-,WAB,NYSE,US9297401088,United States and Canada,USA,US,Capital Goods
Westlake Corporation (NYSE:WLK),4121144,BBB,BBB,WLK,NYSE,US9604131022,United States and Canada,USA,US,Materials
WestRock Company (NYSE:WRK),4689464,BBB,BBB,WRK,NYSE,US96145D1054,United States and Canada,USA,US,Materials
WEX Inc. (NYSE:WEX),4093136,BB-,BB-,WEX,NYSE,US96208T1043,United States and Canada,USA,US,Financial Services
Weyerhaeuser Company (NYSE:WY),4006248,BBB,BBB,WY,NYSE,US9621661043,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
Whirlpool Corporation (NYSE:WHR),4001601,BBB,BBB,WHR,NYSE,US9633201069,United States and Canada,USA,US,Consumer Durables and Apparel
"Whole Earth Brands, Inc. (NASDAQCM:FREE)",14252412,B-,B-,FREE,NASDAQCM,US96684W1009,United States and Canada,USA,US,"Food, Beverage and Tobacco"
WillScot Mobile Mini Holdings Corp. (NASDAQCM:WSC),4020424,BB,BB,WSC,NASDAQCM,US9713781048,United States and Canada,USA,US,Capital Goods
"Winnebago Industries, Inc. (NYSE:WGO)",4087437,BB-,BB-,WGO,NYSE,US9746371007,United States and Canada,USA,US,Automobiles and Components
"Wolverine World Wide, Inc. (NYSE:WWW)",4019417,B+,B+,WWW,NYSE,US9780971035,United States and Canada,USA,US,Consumer Durables and Apparel
"Workday, Inc. (NASDAQGS:WDAY)",4334777,BBB,BBB,WDAY,NASDAQGS,US98138H1014,United States and Canada,USA,US,Software and Services
World Acceptance Corporation (NASDAQGS:WRLD),102886,B-,B-,WRLD,NASDAQGS,US9814191048,United States and Canada,USA,US,Financial Services
"Worthington Enterprises, Inc. (NYSE:WOR)",4121147,BBB-,BBB-,WOR,NYSE,US9818111026,United States and Canada,USA,US,Consumer Durables and Apparel
"WW International, Inc. (NASDAQGS:WW)",4071814,B-,B-,WW,NASDAQGS,US98262P1012,United States and Canada,USA,US,Consumer Services
"Wyndham Hotels & Resorts, Inc. (NYSE:WH)",10348007,BB+,BB+,WH,NYSE,US98311A1051,United States and Canada,USA,US,Consumer Services
"Wynn Resorts, Limited (NASDAQGS:WYNN)",4107971,BB-,BB-,WYNN,NASDAQGS,US9831341071,United States and Canada,USA,US,Consumer Services
Xcel Energy Inc. (NASDAQGS:XEL),4025308,A-,A-,XEL,NASDAQGS,US98389B1008,United States and Canada,USA,US,Utilities
"Xenia Hotels & Resorts, Inc. (NYSE:XHR)",4552942,B+,B+,XHR,NYSE,US9840171030,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
